,Education,Marital_Status,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds
1849,Graduation,Single,25008,72,2,8,8,6,1
1851,Graduation,Together,22280,85,2,1,4,3,1
1852,PhD,Married,72159,62,322,53,899,34,40
1853,Graduation,Together,64260,1,539,169,816,20,0
1854,PhD,Single,82733,28,712,50,420,65,38
1855,Master,Divorced,74290,70,1121,0,72,0,12
1856,Master,Single,58217,84,68,1,13,3,5
1857,Master,Together,21024,89,36,4,18,6,2
1858,PhD,Married,70116,73,707,44,603,95,58
1859,Graduation,Together,54006,42,174,77,203,6,24
1860,PhD,Married,69063,16,666,35,124,69,8
1862,Graduation,Single,61825,56,162,50,100,55,30
1863,Graduation,Married,70886,65,407,70,239,103,88
1864,Graduation,Married,69109,10,823,25,459,124,29
1865,Graduation,Widow,60208,13,488,23,71,15,0
1866,Master,Together,32889,78,28,0,13,4,2
1867,Graduation,Single,34738,51,3,2,10,3,0
1868,Master,Together,30538,27,284,0,52,8,3
1870,PhD,Divorced,26642,71,13,2,15,2,2
1871,Graduation,Divorced,69932,97,412,172,153,150,105
1872,Graduation,Single,44503,83,31,1,8,0,0
1873,PhD,Single,60200,3,502,19,132,0,6
1874,Graduation,Divorced,49638,71,18,10,3,3,5
1876,Master,Widow,33051,15,100,71,243,108,94
1877,Graduation,Married,72905,52,407,114,445,181,165
1878,PhD,Together,69702,8,664,9,240,50,19
1879,Graduation,Divorced,70300,89,1045,61,338,60,46
1880,PhD,Married,70643,66,1218,107,304,23,143
1881,PhD,Married,30396,22,15,0,6,0,1
1882,PhD,Divorced,50616,56,128,0,16,0,1
1883,Master,Single,62772,74,581,49,157,43,8
1884,PhD,Single,30298,48,6,3,12,6,1
1885,Graduation,Single,52413,67,185,8,133,56,56
1886,PhD,Married,44155,24,22,1,9,0,0
1887,PhD,Divorced,86979,67,584,100,835,65,83
1888,Graduation,Together,76532,38,355,30,177,90,138
1889,Graduation,Married,42081,86,175,10,110,54,6
1890,PhD,Married,67546,90,864,134,768,150,38
1891,Master,Together,88420,87,957,153,612,99,95
1892,Graduation,Married,31158,62,25,6,16,20,0
1893,Graduation,Divorced,61671,23,641,7,56,0,0
1894,Graduation,Single,69719,99,273,86,208,177,14
1895,Graduation,Divorced,49160,29,122,21,43,25,10
1896,Basic,Together,24882,52,1,4,10,29,0
1897,PhD,Single,90933,90,1020,31,430,62,63
1898,PhD,Single,113734,9,6,2,3,1,262
1899,PhD,Together,59292,71,378,14,68,19,14
1900,PhD,Married,45759,13,42,1,18,3,0
1901,Graduation,Single,22148,16,15,5,14,0,4
1902,Master,Married,73395,94,272,7,80,20,7
1903,Graduation,Divorced,29819,77,9,1,24,2,1
1904,Graduation,Married,45688,20,279,0,18,0,0
1905,Graduation,Married,62820,51,398,61,265,138,61
1906,PhD,Married,60491,81,637,47,237,12,19
1907,Graduation,Together,33235,71,45,0,16,2,1
1908,Graduation,Married,35701,36,21,1,9,7,3
1909,Master,Married,31535,95,15,4,13,0,0
1911,Graduation,Single,67384,32,957,40,175,158,53
1912,Master,Together,80573,85,829,138,430,60,92
1913,Graduation,Married,77870,93,1017,50,500,65,50
1914,PhD,Widow,52278,24,953,0,71,0,0
1915,Graduation,Single,57107,44,159,0,120,0,0
1916,Graduation,Married,18929,15,32,0,8,23,4
1917,PhD,Single,36038,82,23,0,15,0,2
1918,Graduation,Single,20180,27,18,42,24,15,20
1919,PhD,Together,34230,72,15,0,4,0,0
1922,Graduation,Single,91249,84,1324,27,119,71,108
1923,Master,Single,77598,53,1193,33,281,129,66
1924,Graduation,Single,80982,48,505,137,401,104,22
1925,Master,Married,22701,2,2,4,9,0,4
1926,PhD,Married,55212,65,1103,0,45,0,0
1927,Graduation,Married,70617,45,353,61,753,40,46
1928,Graduation,Single,64849,42,652,48,350,94,84
1929,Master,Married,62694,29,379,6,157,25,91
1930,PhD,Married,61917,83,46,4,36,2,2
1931,PhD,Married,67472,93,162,31,127,8,17
1932,Master,Married,21059,40,8,3,19,3,3
1933,Master,Married,29543,47,17,3,18,3,4
1934,Graduation,Married,75903,50,340,108,185,130,38
1936,PhD,Single,54998,3,154,22,202,39,30
1937,PhD,Widow,54356,62,710,15,30,20,0
1938,Master,Married,34242,25,8,2,4,0,0
1939,Graduation,Married,25410,48,2,2,4,13,13
1940,PhD,Married,73356,56,1050,14,322,0,14
1941,Graduation,Together,28320,68,19,1,14,3,2
1942,Graduation,Single,23763,64,22,0,6,6,2
1943,Graduation,Married,72570,67,274,83,216,151,141
1944,Master,Married,34529,94,68,6,38,3,6
1945,Graduation,Widow,70792,82,344,45,654,104,11
1946,Graduation,Married,63211,3,145,193,459,205,26
1947,Master,Married,83891,24,217,38,350,111,85
1948,Graduation,Single,36065,54,18,7,34,10,2
1949,Graduation,Together,39898,20,69,8,26,12,7
1950,PhD,Single,51141,96,144,0,7,0,0
1951,Graduation,Married,56939,19,256,34,103,90,29
1952,Graduation,Single,80872,60,483,72,567,94,12
1953,PhD,Together,72335,2,1285,105,653,28,21
1954,PhD,Single,61798,13,338,4,89,11,8
1955,PhD,Widow,76842,37,605,10,345,84,54
1956,Graduation,Together,29478,59,8,0,7,3,1
1957,Graduation,Single,46998,55,172,41,86,45,6
1958,Graduation,Single,96843,60,448,71,951,40,17
1959,PhD,Widow,56551,48,67,4,32,17,2
1960,Master,Married,70053,38,512,53,98,81,179
1961,PhD,Widow,71670,8,1462,16,128,0,0
1962,Graduation,Married,44359,19,20,0,14,7,3
1963,Graduation,Single,40887,32,50,4,44,10,10
1964,Graduation,Divorced,48877,27,102,1,15,2,0
1965,Graduation,Together,74485,58,499,149,815,173,49
1966,Graduation,Together,64474,59,381,35,172,56,86
1967,Graduation,Together,77226,29,631,43,239,128,76
1968,Graduation,Widow,72643,60,526,80,553,123,94
1969,Master,Together,85738,41,913,26,376,17,26
1970,Graduation,Divorced,55686,27,673,0,199,37,47
1971,Graduation,Single,39062,28,23,0,9,0,0
1972,Graduation,Together,34600,8,199,33,60,8,3
1973,Graduation,Married,40794,18,261,23,73,4,23
1975,Graduation,Married,4428,0,16,4,12,2,4
1977,PhD,Single,38236,2,58,0,18,2,0
1978,Graduation,Married,36781,16,29,1,17,0,3
1979,Master,Single,31385,56,3,2,12,0,1
1980,Graduation,Married,24570,97,28,34,62,11,14
1981,PhD,Divorced,25509,15,40,3,30,10,7
1982,Graduation,Married,94642,35,879,143,797,106,143
1983,Master,Married,58646,3,62,1,44,6,5
1984,Graduation,Single,53201,49,280,7,81,20,0
1985,Graduation,Together,21994,4,9,0,6,3,1
1986,Graduation,Married,57113,45,182,4,33,0,2
1987,Graduation,Married,51373,37,83,2,101,64,26
1988,Graduation,Married,23477,39,38,15,54,3,8
1989,Graduation,Married,58116,38,228,19,130,4,11
1990,PhD,Divorced,72968,8,1092,37,592,145,37
1991,Master,Married,39791,89,85,15,27,13,13
1992,Master,Single,91712,47,1276,24,746,94,29
1993,Graduation,Single,94472,75,1017,33,417,108,100
1994,Graduation,Together,13672,86,6,2,9,2,1
1996,Graduation,Married,79205,73,504,23,117,179,28
1997,PhD,Together,56559,46,226,22,133,41,31
1998,PhD,Married,32644,38,239,3,141,0,7
2000,Graduation,Single,24206,66,7,2,8,3,2
2001,PhD,Divorced,28420,36,4,2,5,2,0
2002,Graduation,Married,22979,29,16,17,19,20,21
2003,Graduation,Single,33279,29,10,3,3,0,0
2004,Master,Single,46423,6,68,0,16,0,0
2005,Graduation,Married,30368,97,35,0,13,2,0
2006,Graduation,Married,63684,61,575,80,428,208,93
2007,Graduation,Divorced,41638,68,315,0,31,4,0
2008,PhD,Divorced,68805,73,182,2,49,17,13
2009,PhD,Together,65814,90,561,14,113,10,14
2010,Graduation,Divorced,71964,81,587,51,932,180,34
2011,Graduation,Single,39146,1,94,1,33,13,12
2012,Graduation,Together,96876,79,908,43,735,40,194
2013,Basic,Married,34445,92,228,122,122,208,129
2014,Graduation,Single,68281,31,995,112,417,42,48
2016,Graduation,Married,36790,14,3,3,14,15,21
2017,Graduation,Together,27943,89,12,1,16,4,1
2018,Graduation,Divorced,22263,31,17,0,2,0,0
2019,Graduation,Together,30261,75,8,0,5,0,3
2020,Graduation,Together,28587,42,22,4,17,12,10
2021,Master,Married,43815,53,14,10,29,4,7
2022,Graduation,Married,48195,53,106,27,68,52,7
2023,Master,Married,77027,23,820,57,242,45,0
2024,PhD,Married,71322,57,753,43,226,69,10
2025,Master,Married,32765,49,13,3,17,7,3
2026,Graduation,Together,29672,6,9,1,3,0,4
2027,Graduation,Divorced,23272,29,19,3,6,4,2
2028,Master,Together,49912,5,520,8,223,32,49
2030,PhD,Widow,68117,80,618,44,215,0,17
2031,Graduation,Married,67225,4,315,35,322,46,7
2032,Graduation,Married,17649,70,15,1,23,0,5
2033,Graduation,Together,55914,32,384,60,364,119,101
2034,Graduation,Married,40059,82,110,29,92,28,10
2035,Graduation,Together,60905,27,208,17,76,36,17
2036,Graduation,Married,75330,94,555,82,257,93,61
2037,Graduation,Single,60689,23,240,90,216,63,6
2038,Graduation,Married,38680,97,11,0,36,15,5
2039,Graduation,Together,61416,25,848,154,323,201,61
2040,Graduation,Single,49767,92,202,47,197,55,42
2041,Graduation,Single,83273,98,433,89,650,16,102
2042,Graduation,Married,29009,19,6,6,15,10,5
2043,Master,Married,45057,80,37,0,7,3,0
2044,Graduation,Married,37150,80,167,37,64,49,34
2045,Graduation,Single,43020,79,45,7,99,4,25
2046,Graduation,Married,53154,50,129,0,21,0,1
2047,Graduation,Married,65308,60,713,0,264,120,80
2048,Graduation,Single,76467,44,676,161,426,210,44
2050,Graduation,Married,32871,28,22,2,12,0,2
2051,Graduation,Single,55801,35,367,4,51,6,4
2052,Graduation,Widow,76320,49,526,35,214,69,53
2053,Master,Single,36927,46,51,0,16,0,0
2054,Graduation,Together,48794,97,25,0,11,3,0
2055,Graduation,Single,23478,51,28,6,27,12,17
2056,Graduation,Divorced,71128,80,958,159,447,20,0
2057,PhD,Divorced,70179,10,532,88,168,69,44
2058,Graduation,Married,59462,29,724,17,143,0,8
2060,Graduation,Together,38361,74,39,0,56,20,8
2062,PhD,Together,70038,54,587,54,348,71,54
2063,Graduation,Together,42554,93,29,1,11,0,0
2064,Graduation,Married,67445,63,757,80,217,29,80
2065,Graduation,Widow,67046,92,544,35,133,23,151
2066,Graduation,Married,42192,40,40,15,15,17,6
2067,PhD,Married,77610,70,1245,33,332,21,33
2068,Graduation,Married,31761,96,19,1,20,16,14
2069,Graduation,Together,34350,81,16,3,15,2,1
2070,Graduation,Together,54591,63,376,4,94,12,9
2071,Graduation,Married,71866,85,184,178,178,103,39
2072,Graduation,Married,25293,51,15,0,11,0,2
2073,PhD,Single,42000,23,124,83,267,85,59
2074,Graduation,Married,69520,95,627,120,414,121,80
2075,Graduation,Divorced,64713,11,180,60,241,13,54
2076,Master,Married,27889,42,14,0,4,0,0
2077,Basic,Widow,22123,77,3,3,24,34,7
2080,Graduation,Married,27803,40,8,26,46,38,9
2082,Graduation,Married,51651,32,293,6,23,13,6
2083,Graduation,Married,68487,48,758,12,385,33,89
2085,Graduation,Married,56796,24,656,38,161,62,47
2087,Graduation,Married,79823,6,835,73,380,114,73
2088,Graduation,Single,30828,16,16,11,15,2,0
2089,Master,Married,34109,39,9,1,5,2,1
2090,Master,Divorced,53367,2,229,7,140,10,3
2091,Basic,Together,22390,49,0,1,4,15,1
2092,Graduation,Together,71322,31,121,24,124,24,15
2093,Graduation,Absurd,79244,58,471,102,125,212,61
2094,Master,Together,49912,5,520,8,223,32,49
2095,PhD,Married,48699,90,26,1,10,2,0
2096,Graduation,Together,80144,47,240,132,445,250,192
2097,Graduation,Single,54252,25,178,4,26,8,4
2098,Master,Married,81929,60,1486,55,278,49,0
2099,Graduation,Married,76068,67,1115,12,128,33,12
2100,Master,Married,53204,40,29,0,8,2,0
2101,PhD,Together,67911,63,529,0,356,63,28
2103,PhD,Married,78128,89,934,24,230,16,24
2104,Basic,Married,14188,40,2,7,11,16,12
2105,Basic,Married,20425,5,4,12,5,3,16
2106,Master,Married,58646,3,62,1,44,6,5
2107,Graduation,Divorced,72967,1,158,35,179,0,0
2108,Master,Married,48150,24,173,2,39,3,2
2109,Graduation,Single,82332,89,830,59,968,51,79
2110,Graduation,Widow,58275,48,189,10,253,56,43
2111,PhD,Together,44953,31,728,17,133,11,8
2112,Graduation,Together,34587,68,7,2,9,2,0
2113,Master,Together,43018,46,35,4,17,7,6
2114,Master,Married,45736,92,188,3,180,20,3
2115,Master,Together,66476,80,742,28,152,25,9
2117,PhD,Together,69805,50,750,71,174,13,10
2118,Master,Single,72217,93,816,42,450,55,56
2119,Graduation,Divorced,25818,51,5,2,8,2,2
2120,Master,Together,37509,24,37,5,56,12,8
2122,Graduation,Married,43586,26,99,2,11,4,0
2124,Graduation,Together,50116,68,54,0,10,0,0
2125,Graduation,Together,84906,98,997,15,414,99,30
2126,Graduation,Married,61286,34,356,0,107,19,9
2127,PhD,Married,82333,60,1311,0,359,46,89
2128,PhD,Together,65220,3,890,63,292,0,25
2129,Graduation,Together,33590,65,4,0,2,0,0
2130,Graduation,Divorced,30992,83,17,0,14,7,3
2131,Master,Single,72309,64,960,0,883,50,38
2132,PhD,Married,156924,85,2,1,2,1,1
2133,Basic,Married,16005,69,1,3,2,20,30
2134,Master,Absurd,65487,48,240,67,500,199,0
2135,Graduation,Married,58692,21,301,11,61,4,7
2136,Graduation,Widow,40590,30,154,0,50,6,11
2137,Graduation,Single,20587,39,2,3,6,4,1
2138,Master,Divorced,62637,76,104,12,48,4,12
2139,Master,Divorced,29435,11,70,3,37,4,2
2140,Graduation,Divorced,19346,26,2,0,9,3,6
2141,Graduation,Married,35788,34,23,2,11,3,1
2142,Graduation,Divorced,36997,72,43,4,12,8,0
2143,Graduation,Married,23539,13,4,24,11,16,1
2144,Graduation,Single,65333,58,654,7,92,0,15
2145,Graduation,Single,78499,12,912,72,170,47,36
2146,PhD,Together,29732,23,25,0,8,0,1
2147,Master,Together,41275,33,24,4,22,0,2
2148,PhD,Together,63516,30,141,11,114,15,14
2149,PhD,Married,42769,15,71,0,13,3,1
2150,Master,Married,49572,25,35,1,16,0,1
2151,Graduation,Married,69209,4,496,32,849,229,48
2152,Graduation,Married,17148,80,9,9,11,13,10
2153,Graduation,Widow,40590,30,154,0,50,6,11
2154,Master,Together,30560,6,9,1,5,4,5
2157,Master,Together,34176,9,11,2,7,4,2
2158,PhD,Married,58482,59,576,7,115,19,7
2159,Graduation,Single,59686,78,89,15,89,34,42
2160,PhD,Married,60896,90,1013,30,399,60,46
2161,Graduation,Together,62994,74,224,12,48,4,12
2162,Graduation,Together,47320,10,200,19,111,50,15
2164,Basic,Single,15253,13,1,3,3,8,1
2165,PhD,Single,31560,98,62,1,20,4,0
2166,Graduation,Divorced,72071,4,531,69,300,150,138
2167,Master,Single,91172,94,162,28,818,0,28
2168,Graduation,Married,90000,91,675,144,133,94,192
2169,Graduation,Single,41967,66,23,4,10,0,2
2170,Graduation,Single,69263,14,492,5,32,13,5
2172,Graduation,Together,60934,41,224,155,155,192,93
2173,Graduation,Married,71965,21,572,19,286,50,38
2174,Graduation,Married,65210,25,626,0,70,0,7
2175,PhD,Married,79174,2,1074,37,518,193,92
2176,Master,Divorced,81380,51,741,68,689,224,68
2177,PhD,YOLO,48432,3,322,3,50,4,3
2178,Graduation,Married,52914,32,254,10,44,30,10
2179,Graduation,Together,38946,84,116,6,82,6,6
2180,Graduation,Married,26067,49,22,2,18,0,2
2181,PhD,Married,44325,69,516,0,21,0,0
2182,Graduation,Married,42523,96,14,36,11,3,26
2183,Basic,Single,26487,23,2,8,10,12,14
2185,Graduation,Married,67716,8,530,142,217,62,9
2186,Master,Married,76234,21,519,50,167,130,0
2187,PhD,Married,84117,60,611,76,749,59,45
2188,Master,Together,65487,48,240,67,500,199,0
2189,Basic,Married,25224,36,4,9,12,11,2
2190,Master,Single,89616,36,671,47,655,145,111
2191,Graduation,Divorced,40851,63,23,1,7,0,4
2192,Graduation,Married,27469,2,9,1,2,3,2
2194,Graduation,Married,73803,61,833,80,363,52,26
2195,Master,Single,8820,52,12,0,13,4,2
2196,Graduation,Single,43322,25,56,7,48,10,2
2197,Graduation,Together,55593,63,293,8,124,11,4
2198,Graduation,Married,50501,10,297,0,38,13,0
2199,Graduation,Married,37085,65,39,1,16,2,0
2200,Basic,Single,16185,71,5,11,16,21,8
2201,Graduation,Single,57731,0,266,21,300,65,8
2202,PhD,YOLO,48432,3,322,3,50,4,3
2203,Graduation,Married,73807,88,366,124,156,71,78
2204,Graduation,Married,18929,15,32,0,8,23,4
2205,Graduation,Single,35893,80,158,0,23,0,0
2206,Graduation,Married,61014,17,269,129,495,182,43
2207,Graduation,Together,32144,76,41,0,10,0,0
2208,Basic,Together,14918,52,3,3,3,15,4
2209,Graduation,Divorced,45146,28,33,0,5,0,0
2211,Graduation,Together,88325,42,519,71,860,93,27
2212,Master,Divorced,38054,24,23,2,17,2,1
2214,Graduation,Married,5305,12,12,4,7,1,3
2215,Graduation,Together,36807,88,4,2,5,0,0
2216,Graduation,Together,28427,67,18,3,19,3,3
2217,PhD,Widow,82032,54,332,194,377,149,125
2218,Graduation,Together,22775,40,5,1,8,0,0
2219,Master,Together,40101,73,171,3,129,26,24
2220,Graduation,Married,58025,81,270,31,88,11,48
2221,Master,Single,75777,12,712,26,538,69,13
2223,Master,Married,33562,33,21,12,12,0,3
2224,PhD,Single,57642,24,580,6,58,8,0
2225,Graduation,Together,58554,55,368,24,68,38,0
2226,Graduation,Married,63777,87,457,5,106,15,17
2227,Graduation,Single,57967,39,229,7,137,4,0
2229,Graduation,Married,24434,9,3,2,8,20,0
2230,Graduation,Single,11012,82,24,3,26,7,1
2231,Master,Single,44802,71,853,10,143,13,10
2232,Graduation,Single,26816,50,5,1,6,3,4
2233,Graduation,Together,666666,23,9,14,18,8,1
2234,Graduation,Married,34421,81,3,3,7,6,2
2235,Graduation,Married,61223,46,709,43,182,42,118
2236,PhD,Together,64014,56,406,0,30,0,0
2237,Graduation,Divorced,56981,91,908,48,217,32,12
2238,Master,Together,69245,8,428,30,214,80,30
2239,PhD,Married,52869,40,84,3,61,2,1
